Review,FoodborneAsBoolean
I got the worst food poisoning tonight from this place!!  I ordered the chicken doner sandwich. It was around 8:30 pm. It's 3 am now and I'm still ill. Ugh!!!,1.0
food poisoning. that is all.,1.0
"Do not order the food from this place. I got very bad food poisoning from their food. Just for everyone, for your safety stay away from this place.",1.0
"I don't understand why this place is always packed. Subpar food and the first and last time I went, I ended up with food poisoning. Save your money and the calories.",1.0
HORRIBLE SERVICE ! Food poisoning ! Night in the hospital ! Stay clear there is a reason it's 50% off! Clearly this place will soon be out of business soon!,1.0
"I can't believe dinner here resulted in an awful case of FOOD POISONING! I've been dying to eat here for ages, and finally did -- space was adorable, servers were a little too pretentious, and food was inventive but horribly greasy and too salty to finish. Either way, the dishes and the price was not worth being up until 5AM throwing up. Definitely not somewhere I'm thinking of returning.",1.0
"FOOD POISONING - BEWARE!!!!

Having frequented Num Pang for years I decided last night to order the catfish sandwich... While the sandwich was underwhelming that was certainly not the worst of it. The worst is the emergency room visit 6 hours later with the most violent food poisoning I have ever had. 

Trying to kill people with your food is a new low... we're in the village and there are a ton of great Banh Mi places that offer a great product rather than the over sauced rancid sandwiches of Num Pang... 

Here's hoping the owner gets cholera!",1.0
"This place is so hit or miss. One day excellent, other days super greasy and not that tasty. Ordered a veg and tofu pad thai yesterday. Got two pieces of tofu and a few sprinklings of cabbage and carrot. Had to transfer dish twice onto different plates to try to separate the orange sludgy grease at the bottom of the dish in order to avoid feeling sick. Still felt sorta sick to be honest. Don't know what all the hype is about with this place most days.",1.0
"I rarely ever write Yelp reviews but this place gave me food poisoning. Got delivered pad thai, beef sautee, and rice, and am now lying in bed wishing my stomach would stop causing me so much pain and misery.",1.0
The explosive diarrhea and projectile vomiting I experienced in the eight continuous hours after eating the East of Eighth lamb burger obligate me to give one star to this otherwise mediocre restaurant. I truly wish this were a joke.,1.0
"Used to like this place when it was in Chelsea. We had several bad raw bar dishes which made me sick as one of the whelks was really bad, the lobster and sea urchin were both old and pungent. I was really disappointed and will never go there again or recommend it to anyone. Their bread was delicious though. Shame this place used to rock. AquaGrill in Soho has much better quality raw bar, unfortunately they have a terrible decor but it's better than seafood that is off.",1.0
"Bay ridge sushi has been that neighborhood sushi spot where I go to  because it's conveniently located nearby. Nothing is ever that amazing (don't expect it to be) but I've eaten here about 3 times now and yesterday will be the last time I will ever eat their food again.

Went with the boyfriend because of a sudden sushi craving and returned home with STOMACH POISONING. 

We ordered several pieces of sushi and noticed the salmon roe was completely off. It tasted rotten and when we notified the waitress and she said she would check with the chef. Supposedly their salmon roe supply just arrived that very morning. Now I don't care if it was the fault of the supplier, the chef not being clean with the food, or the management for allowing this very obviously rotten food to be served but never again. Can never be careful enough with ingesting raw food of any kind. Plus, the rice they use always tastes old and is too hard (most likely is old rice that's been refridgerated and then reheated).",1.0
"I'd passed this place for years and wondered what it was like. Finally did so this past Friday night, ordered the Pollo Marsala and had a horrible case of food poisoning a few hours later. While the service was lovely and attentive, I feel I MUST report this. I am extremely disappointed, as I'm a regular at their sister restaurant, Intermezzo. Not sure if it was the shiitake mushrooms or the chicken--guys, please check and double check your dish ingredients.",1.0
"The last two times I went here, the burgers had a strange taste to them. In one of the instances, it even made me sick for the rest of the day. Buns are soggy and mealy. About the only time I had a decent burger from this place is when I went in on an order with an owner's family member; which means they ARE capable - it just doesn't happen when you're a regular customer.

Substandard burgers, generic soggy fries and a decor that screams ""Are we five guys yet?!?!"". Avoid.",1.0
"I have tried Sushi Shop in both Madrid and Paris, generally the quality isn't amazing, but its reliable, you know what you'll get when you order from any shop. You'll get a relatively simple roll that satisfies the basic craving for sushi and you'll leave knowing that you got exactly what you came for. The delivery in these countries was also of comparable quality, so would be reason enough to assume the NY branch would comply. Or so I thought. Yesterday, I bought one of the box specials of 24 rolls that comes with a bonus side order. 

However, the bonus was not the Miso Soup that they packaged in the delivery bag, oh no. The bonus was the food poisoning that left me bed ridden and running to the bathroom more times than I could count. The fish tasted only a little bit off but more or less the flavor profile that I would expect from Sushi Shop, and I didn't touch the Miso Soup because I no longer was hungry and already started feeling a little uneasy. I had to cancel several appointments and needless to say did not have much fun or happy feelings at all yesterday. This is the last time I order from Sushi Shop and I caution others to spend 3 minutes more finding an alternative establishment.",1.0
"Great ramen, good pot stickers. However I've experienced upset stomach quite a few times with their pork ramen. And I second the fact it's very fatty and oily. 

Yesterday we went post valentines for a few noodles and one of us got extreme food poisoning from the pork. We think it was undercooked or left out for a long time at sub hot temp,. I've alerted 311 and reported it to the health dept. 

We are crossing this one of our list until they figure out their food safety issues.",1.0
"I won't be back. Got the shrimp mango roll and the yellowtail scallion roll. Not that much fish in either, the rice tasted stale, overall unsatisfying.

Next day update - got food poisoning.",1.0
"DO NOT COME HERE!!! I don't understand the hype of this place because the food isn't even particularly good. This was my only meal today and It gave me food poisoning. I told them the crab was not fresh because it had a really funky, fishy smell and I've had plenty of crabs in my life to know the difference between spoiled and fresh. My waitress insisted that it was fine when I was positive it had went bad. Then she bought new ones out and I ate them thinking they're fine. They have to be the culprit since my friend had everything I ate besides the crab and he is completely fine. Don't waste your money here, unless you want to spend all night by the trash can puking your guts out. There are better options in Chinatown.",1.0
"I liked this place so much, until I got food poisoning from there.  I don't have a weak stomach at all, but this place seems to make my insides hate the outsides.

Pros: Good tasting food, which they do very well

Cons: Hugging the toilet for several hours.",1.0
I went to this restaurant 7/16 where I had the seafood combination with noodles prepared on the hibachi. I could not complain about the cook as he was funny and entertaining. I will state that I became violently sick after just an hour or so. I had to go to the emergency room where it was later determined that I had food poisoning. I called the restaurant because I felt this should be shared. The GM stated that he would check the kitchen and call me back. He did in a half hour stating their policy is only to pay medical bills (I have insurance). My suggestion was that I be refunded for my meal not only as a good faith gesture but because of the spin I suffered and am currently suffering due to eating a meal at this restaurant. This wasn't honored. I will never return to this establishment in fear of being food poisoned again.,1.0
"I really liked this place. Thought it was the most authentic place in midtown. Ordered from here many times until I had food poisoning!

It was bad news bears. I really can't excuse them for getting me sick.  I had the dan Dan noodles, some hot and sour soup and some scallion pancakes. 
Won't be going back again",1.0
"DO NOT EAT HERE! My husband was really sick and vomiting all night long after eating some bad chicken here. Perhaps the health department needs to stop back in and re-rate this place. I have never seen someone get so sick over bad food before.  If you are pregnant or already sick with a weak stomach, you are crazy to risk eating at this place!",1.0
"We had dinner there last night, first time for any of the four of us. The room is certainly pleassnt, we had drinks  at the bar while we waited for our friends to arrive. The bar tender was polite and efficient. Our friends arrived and we went to our table. It was some time before anyone came with water, but when they did, we ordered sparkling. Though when they eventually came to refill the water, they mixed in still, more than  once. One of our friends that joined us waited at least 15 minutes before we could flag someone down to take he drink order. She ordered a Jack Daniels on the rocks. When it finally  arrived,  and she tasted it, it turned out to be scotch. It took some time to flag downa waiter again, was anyone assigned to our table, and when she explained the issue with the drink,  he apologized and disappeared withe the scotch.  After more  time went by, he reappeared, to announce they were out of Jack Daniels. She asked what bourbon they did have...he didn't know. She asked him to find out. After  some more time went by, he plopped a drink down in front of her, only telling her what it was after she pressed him for the information. It had been 50 minutes from the time we sat down, until she finally had a glass of bourbon. Though it was Saturday night. The place was not crowded. The staff seemed t o be tripping over each other, delivering the wrong orders to half of us. When it did arrive, it was tasty and  bountiful., though they continued to pour the wrong water all night
 There were three steak orders, and I had the lobster ravioli. When I got home from the restaurant,  I became violently I'll with vomiting and diarrhea.  None of my dinner companions got ill,  so I am guessing v it was the lobster. Though the manager did check in with us as we were leaving, we didn't care to launch into how lousy the service had been, for over $100 a person, choosing rather to leave and avoid the confrontation 
 We will NOT  be going back, and since they don't seem to be restocking their liquor, they probably won't be there for long.",1.0
"Love the fact that it's Vegan. HOWEVER, got terrible food poising from the Korean BBQ Seitan. Wrote the company and got a letter saying they were sorry I didn't like the food and not a word about the health concern. As if food poisoning is a matter of taste. Chef Sobel offered me a free meal as a compensation... No Thanks.",1.0
"My boyfriend & I have ordered delivery from Goodfella's Gramercy three times since we moved to the area. We decided to order delivery on the Monday the 22nd before the holidays, figured it would be a treat to relax and take it easy since a lot of family cooking was approaching us...

We ordered two orders of sautéed spinach, an order of meatballs and the buffalo salad with chicken. I had two bites left of my sautéed spinach when I noticed a giant roach at the bottom of the dish. I immediately ran to the bathroom to vomit and got extremely upset that I actually consumed the entire dish before noticing something so horribly disgusting.

Since we only live half a block away, we didn't bother opening the rest of our order and walked it back to Goodfella's Gramercy. We spoke to a gentleman at he front desk who told us ""this never happens here"" and the typical response. We paid in cash and asked for a refund, considering I got stomach sick and returned the rest of our order, you'd think we would get our money back. No. 

The man told us he is unable to give refunds because his manager just left the country for the holidays. He said that we could give our name & complaint and come back after the New Year to get our money back. Well, we did that. We just went this evening and got the same story! We had a $60+ order, that was thrown up and thrown away and we have not been given respectable customer service at all.

This establishment clearly has an unsanitary kitchen with roaches & SERVES food with bugs for take out! If they would have refunded us properly and respectably then I would never come forward with this issue. But since they have terrible customer service & a bug problem to boot, other diners should be warned.",1.0
"Quality & service really took a nose dive this past weekend at JoJu.
We ordered three banh mi sandwiches and it took over 30 minutes to complete.

They said they were short staff in the kitchen but from what I see the four were moving in slow motion. You can tell they are inexperienced.

The cashier was quick and tried to help and kept apologizing for the slowness.
The orders came out in random orders and not in order of submission.

A guy way ahead of us was also pissed when several orders came out before his.
we had the same problem, 3-4 trays of banh mi orders that came behind us was served ahead of us.

One of the order had spicy sauce on it and my daughter got seriously sick from it.
So their quality control is lacking too.

My sandwich was filled in the middle only; both ends of the bread had NOTHING but bread!

I am so disappointed with JoJu.

BTW- I dislike their frequent reward card because they have very short expiration date on them. I lost a chance for a free sandwich by days!",1.0
"Had the runs for 3 days, this place made me sick, not to mention how filthy it is. Never again, will go back there. I think they used they same oil for weeks. It was a disaster.",1.0
"2.5 stars. Went here with a large group. Service was excellent. Items like bread, butter and gelato were enjoyable. 

Sadly, I got food poisoning from, I'm guessing, the mushrooms in my dish. My companions' steak frites didn't look good (especially for this price range and this kind of restaurant), and no one finished more than half their steak. Perhaps, we may just have gone on a bad day.

The decor was nice and warm, but overall I felt it was a bit dated.",1.0
"The first time visit I ate the curry brisket meal. It was great and the noodles look really good. I'm giving it 3 stars because the second visit , I had the fried rice and fried chicken curry. It was too dry and taste to bland. When I went home had diarrhea non stop!!! The service is whatever.",1.0
"At first, I desired the diner experience. But my friends really wanted some delicious pancakes. So naturally we went to the international house of pancakes. It is not a terrible option for breakfast, if you want to have diarrhea the rest of the day. Plz have a plumber on speed dial.",1.0
"BEWARE!!! Contacting the NYC Board of Health after spending all day in the ER with food poisoning from this place. I went here for restaurant week 2015 and had the tomato soup, pepper steak and key lime pie. The tomato soup was watered down horribly. The steak was fatty and cold along with the mashed potatoes. The key lime pie was custard with lime shavings. Hardly key lime pie. I have never written a review before but for what I'm going through people must be warned. The only good thing here was the biscuits and don't ask for more than you are given. You won't get them.",1.0
"Marginal service, I've been before and loved it- the Christmas lights, sports screens, the music....but tonight was really bad. I ordered the blackened catfish, and it took forever. basically inedible. It was gummy and rubbery and had absolutely no cajun or blackened flavor. Both tasteless and not cooked right. At the ""end"" of the meal the waitress gave a perfunctory how it was, picked up the plates and walked away.I called her back and said why even ask if you are not going to wait for an answer? I told her how bad it was, she said it was probably because there was avocado....huh? Then asked if I wanted them to add more spice. No thank you. Really bad service and food I'm sad to say. And as a PS my daughter got the sick to her stomach when we got home. Total disappointment. haha, I have to have a star to review, I'd like to take one away. Bad.",1.0
"The setting of this place is nice and the staff are also very friendly, but the food made me sick. I had an omelet and something inside it tasted rotten. I had an upset stomach later. I don't think I'll be coming back.",1.0
"Don't go here. Unfortunately, I would give this place zero stars if I could. 

I had a baked potato and took one bite of the sour cream and it was way EXPIRED. Tasted so terrible and made me kind of sick.

One order of our fries was undercooked. 

They forgot multiple parts of different orders so they had to come back and ask. 

It's so sad because management is very nice but this is terrible food. My stomach is still uneasy thinking about it.",1.0
"I am really sorry to even try to eat there 
I got very sick from their chicken sandwich even though I just had two bites
It doesn't taste like chicken
It was horrible something like cardboard 
My stomach is killing me right now and I am at work 
All I could do is drinking water with lemon 
I will never go there again",1.0
"Every time we have ever been to this location, we get stomach (emergency) sick. It's almost influenced us to swear off Starbucks as a whole, but we actually noticed it does not happen with other locations.",1.0
"We dined in.. terrible, depressing, tacky decor... unfriendly, stoic staff.. slow service.. no water, had to ask .. overcooked brown asparagus in the hand roll... The sushi roll my friend ordered was mushy, bad texture.. was not good.

Then, they got our takeout order wrong.. We asked for steam veggie dumplings.. the waitress repeated the order, came home.. the dumplings were pan fried. 

We also order some rolls to go to take home for a friend. They were bad as well. The friend I got it for ate two pieces and had to stop eating them. They gave him a stomach ache which lasted till the next day. He said it was bad, squishy and slimy.

We came here because we were in this part of town and there were no other options. 

Never again. 

Save yourself from potential food poisoning.",1.0
"My husband and I went to Mortons  to celebrate our 42nd.anniversary November 19th it was a gift from our daughters,never being there before we were impressed ,we were greeted by name and congratulated and wished a Happy Anniversary by the manager Michael a very nice person.our menus were customized for our anniversary ,a nice touch! The service was very good ,the food seemed fine.My husband enjoyed his meal my meal which was seafood seemed fine ,  I say seemed fine because everything was fine until We were on our way home .I started having severe stomach cramps and broke out into a cold sweat.It was horrible I made it home and experienced terrible diahrea which continued throughout the night,I had my daughter call immediately and notify the restaurant,she did and spoke to Michael (the manager) he asked for my phone number and did call the next day to see how I was feeling I felt weak and my stomach still unsettled but alittle better.After thinking about it  I felt  I should  at least be entitled to a refund only on my meal.I was told this is not their policy and I can come in for a steak on them .I 'm sorry to say I'm not comfortable running back to a restaurant that I had such a terrible experience at.Instead of prolonging this I wrote to their corporate office and asked for the amount of my dinner in a gift card to use if I choose at a later date.I haven't heard back and assume that was not their policy either, I can't imagine a restaurant of this caliber is not interested in proper customer service.I feel the gift I was given was for nothing,nothing more then me getting sick.I realize this is rare but unfortunately it did happen.I don't feel my request is unreasonable,apparently they do.",1.0
"Ordered delivery pizza on a Sunday, thought it tasted a bit funny...later felt a little bit sick with a  queasy stomach for about a day.  Still had a slice left over next day and then I realised what the problem was...the cheese had gone bad.  I contacted them about this and they did not follow up.  

If you like bad pizza that makes you sick, Mammas is your choice.",1.0
"How do corporations get away with serving such shit!!!!!
It boggles my mind. Maybe we are just programmed to eating bad food, being seduced by nice images with sprays of fresh lemon and sizzling oil. And yes Red Lobster is a corporation owned by Golden Gate Capital. I have never eaten at a Red Lobster but when we were in Harlem and my partner was in the mood for lobster, I took his suggestion for around the corner Red Lobster. Large two level space, big rent no doubt, fake poster art, diner type brown booths. The laminated menu was many pages of yummy looking images and I had an open mind. First came the drinks, my partner had a frozen margarita that was so huge you could swim in it. Premise #1 people are stupid, give them something big and they won't care whether it is good or bad, well he had two minutes of brain freeze, then sugar shock, if you don't have diabetes you will be introduced through this super sized junk. My drink of choice was a grey goose martini with olives pretty straight up. The drink I was served was pale yellow the color of wine served in a wine glass!!!! WTF. I tasted, tried and thought I could swallow, but not. It seems upon asking that they added lots of olive juice into it, bartender alert (!) My waitress the BEST BEST part of this experience,  was attractive, accommodating and pleasant, replaced my drink, clear, olive on top and in actual martini glass. Who knew they had this, why the wine glass in the first place?
Now for the food: Wooohoo.. Shared appetizer, limp lettuce wrap, shrimp not bad, drowned in SWEET sauce with a silly shredded something (again give people something sweet and they will eat shit)  no jalapeños as described. The rest of the meal continued in this vein, tasteless, same overused silly shredding. In the end for two drinks one shared appetizer and two entrees, no dessert $100.00. What a rip off in terms of food quality and dining experience. We got home and my partner spent the rest of the night between vomiting and diarrhea, his stomach is not used to bad food. I can tell you this that the investors in Red Lobster don't eat there, ever. they just sell it to hardworking families as a lovely dining experience. It is not good for you, don't take yourself or your children there and If you are lazy and don't revolt, they will keep selling you this shit for a lot of money.",1.0
"Here is the anonymous letter that I wrote to the management:

Owner/Manager
Great Wall
104-37 Queens Boulevard
Forest Hills, NY 11375-3757
November 15, 2013

Subject: Getting DIARRHEA from your restaurant

Dear Madam/Sir:

After getting sick several times from another take-out Chinese restaurant in the community I decided to try your restaurant instead.

I've included the menu that came with my order though I've removed my contact information.

I ordered a large Won-Ton soup, two eggrolls, Singapore Chow Mai Fun and Moo-Shu Chicken and upon delivery I ate some of everything and I got DIARRHEA; don't shake your head or go into denial-mode; I GOT DIARRHEA.

The next day I finished the left-over Singapore Chow Mai fun and didn't get sick at all so obviously the problem has to be somewhere in the other three dishes.

Obviously, from the number of people in your place I'm not the only one that feels this way; most customers will not bother confronting you with their getting sick, they'll just stop coming to your business.

If I still get sick, I will then no longer patronize your restaurant, it's really that simple.

I don't care that you get to post an ""A"" in your window and, by the way, I'm not necessarily going to complain about your place to the local health authorities but I am telling YOU but to be honest, complaining to the local health department will still be an option that will remain on the table.

I do not get sick in my own kitchen so it is obvious that you're doing something very wrong in running your restaurant; if you don't know proper food handling procedures then I suggest you go into another business.
 
One last thing; you may be doing everything right but there could be one employee that is deliberately sabotaging your efforts; if this might be so then get rid of this person; he's obviously wrecking your business.

Sincerely yours
""A Friend In The Community""",1.0
"Went here Saturday night for a birthday dinner with a large group. We were seated at our reserved table. However, the restaurant got the party size wrong and we were short two seats. Once everyone was finally seated (practically on top of each other), we waited awhile before the waiter came over to take our drink order. We had to request to have bread brought to the table. Then it took about an hour for the waiter to take our dinner order. 

After waiting forever for our food, it finally came and we ate. The food was not that good for the price we paid. I had the filet mignon which was not seasoned well. The sauce had no real flavor. To make matters worse, I became sick after eating. I got home and basically never left my bathroom for two days. 

I think this restaurant is completely overrated. I've had better food for equal or less in price and the service was horrible. It's definitely a restaurant I would not recommend anyone going to. Don't let the name and location fool you.",1.0
"I have worked for Paradise biryani for few months. The owner of this restaurant Maduh reddy (pantulla) is very cheapest guy I have ever seen in my life. He never paid salary to most of his ex employees which is illegal. current employees get paid once in a 4 months,so employees are very careless & most of them are not holding food handlers & hygiene certificate which is very much important to work in restaurants in New York City.  

The reason to write this review is all New Yorkorkers should know the truth behind, how this guy runs this restaurant in New York city. This place is not regularly pest controlled because of owners cheap thinking & the result is you can see the rats & cockroaches roaming in the restaurant everywhere.The people those who eats here at Paradise, they often complaint about food poisoning. Biryanis are not fresh in this restaurant because they just make the biryanis & store in the fridge for 3 days. Desserts are even store in the fridge for more than a month before serving to the customers. The food is very expensive & most of the times its uncooked or tasteless because they dont know what exactly they are making. This place is selling just a spicy pulao rice under the name of hydrabadi biryani.",1.0
"One star is far more than they deserve!  The fish tacos consist of 99% breading. They slather a thick mayo spread over it making it even less appetizing and extremely gooey.  I was starving when they arrived and ate four of them at about 1:30pm.  One hour later, I felt sick to my stomach and was completely out of commission until about 6:45pm.  At 7pm I called to report the issue and spoke with a manager who was quite defensive.  He told me that they had served them all day long and no one had complained.  He kept repeating this over and over again until I hung up.  He called me back and repeated the same mantra.  This is poor customer service in my book.

Rosa Mexicano, my place of choice for fish tacos, was not delivering today which is the only reason I ordered from Ponche.  Had I contacted them with a complaint they would have listened to me and made it right.  For example, the one and only time we had an issue with an order was when they forgot the tartar sauce.  Within 30 minutes, they brought additional fish tacos, salad and flan with a brownie crust and whipped cream!

Don't waste your money at Ponche.  For excellent, high-quality tacos, and great customer service, go to/order from Rosa Mexicano.",1.0
"I got an iced coffee from here and it gave me a terrible stomach bug, as well as headaches, that I've had for so many hours now. The coffee was not good and now I feel horribly sick. I couldn't do anything all day because I felt too sick.",1.0
"I had the Irish breakfast, which was fine.  My friend had a cheeseburger deluxe, with a hair cooked inside the burger.  When we showed the waiter, he started to suggest it was one of our hairs, but thought better of it and my friend wasn't charged for her order.  If I'd found a hair in my food I'd have complained, but my friend has serous issues with hair and is still feeling sick days later.  This used to be one of my favorite diners (and my friend's), but I doubt I'll be back anytime soon.  Oh, and kind of pricey.",1.0
"Was here last night for dinner and was extremely underwhelmed. I would recommend coming here for the absolutely beautiful decor and the interesting drinks. (I enjoyed the Capri in particular - gin, basil, some sort of peppercorn balsamic, and a grape tomato).

Skip the food. The service was atrociously slow, food came out lukewarm, and I woke up feeling sick to my stomach (not booze-related as I only had half of my cocktail and a sip of my friend's to taste it). The flavor was decent, but small in portion size and not tasty enough to be worth the price tag. Plus risking food poisoning is never worth it. 

To repeat: Skip the food, come for cocktails and ambiance. Order from the bar, not the servers.",1.0
"Being that there is a Cajun restaurant in ASTORIA I was extremely excited! I have eaten Cajun food down south so I had a rough idea of what to expect. I ordered the blackened shrimp and the Catfish. Both dishes were not seasoned well, and my friend actually got sick immediately after eating the fish. The fries that came with the entree were alright (also under-seasoned), and the salad was bland. Usually Cajun food comes with some kind of seasoned rice, so I felt a little slighted getting a salad. On the upside, the ambiance is eclectic and cute.

I heard the dishes to order are the fried chicken and the mac&cheese. Sadly, I won't be returning to try them. If you can't serve a good fish entree, you probably shouldn't advertise as ""Cajun""",1.0
"I ordered from here twice and got sick twice. They never have what I want to order.  Forgot all the sauces, bread, utensils.  The lady behind the register is rude.  This is turning out to be your typical neighborhood hangout outside of the establishment.  Middle aged men smoking cigarettes outside, at least a group of 14. Won't be going back there.  The food was TERRIBLE.  I won't even let my cat eat it.",1.0
"My pasta was cold, my husband had Talapia and got sick. I ordered desert and they forgot it. Not going back, disappointed.",1.0
"Food is medicore and staff is INCREDIBLY RUDE! 
The guy in the front literally rolled his eyes and sighed the entire time I was ordering my to go meal and when he gave me my order he tossed the bag at me and turned away. Total jerk. I won't be going to a place and spend my money to be treated like that. 

Anyway, for my meal I ordered the ""4 ROLLS FOR $11"" combo
 I got: 
Lobster salad roll
Eel avacado roll
Boston roll
Crazy crunchy salmon roll

The eel avacado roll had NO eel sauce, the lobster salad roll and the crazy crunchy salmon rolls are actually california rolls with random globs of orange stuff on it. The Boston roll was actually pretty good but other than that it was nothing to rave about. 

About half an hour after I ate I actually got sick ! This is just a terrible place. Would not ever go back.",1.0
Dont eat here!! I got food poisoning from this place!!!  The food was not good at all. Chicken was dry and rice had no flavor. But the worse part is i got sick from it.,1.0
"DON""T TRY THE BIRYANI!!

My coworkers and I visited this restaurant often for their kathhi rolls as we work very close. It takes them about 20 minutes to prepare the kathhi rolls, but we still liked the fact that they were made fresh in front of us. Then, one day we got kathhi rolls with rotten/ sour cheese in it. We were polite enough not to ask our money back. But, we informed them about the cheese so that other customers don't get sick. Then couple of days later, we tried their biryani, it was old, smelled off, just warmed up, very oily and not tasty at all. I had to buy extra yogurt sauce to be able to eat some of it. Then, I had to throw mine away. My coworker informed me that she got extremely sick from their lamb biryani as well. Their samosas and deep fried twice and are also very oily. There are better samosas in restaurants left and right from this place. I will never go there again.",1.0
Crab slice gave me some bad food poison and had me laid up for days sick as a dog. I will never eat here again. Honestly its gonna be a long time before i eat pizza or crab but i do not recommend this place  the slice overall tasted ok way to thick and creamy but never again,1.0
"The sushi and food is very cheap. Great place if you want cheap sushi without going to the city. However the only bad thing is the sushi gives you FOOD POISONING. My friends and I went a long time ago to this place, because of the sale on sushi rolls. However bad idea to cheap out on fish, my friend was vomiting it all back, on the way home. I was lucky, and just laughed it off blaming it on the fact that it was probably because of the sale. But recently my girlfriend went and bought sushi there at regular price. She was feeling awful after getting back home, and throwing up in the same manner. DONT GO HERE, UNLESS YOU ARE LUCKY AND ARE WILLING TO TAKE A RISK WITH FOOD POISONING.",1.0
"Almost got killed

I am a frequent restaurant eater in the neighborhood as I don't cook at home at all; though I went back to Punjabi Tadka almost after a year. I was so disappointed to see how this place got upside down for the worse. When I step in on a quiet Sunday afternoon, I found one lady was touching the food at counter with bare hand ! It gave me first bad impression.
Since I was hungry, I ordered my usual vegetable Samosa and Chicken Tikka masala.
This turned my routine to the hell. Exactly after 40 minutes or so I started vomiting. Thanks to that rotten samosa and Old chicken Tikka Masala, I victimized of food poison.
Their food is dangerous for health for sure. May be they use the cheap ingredients !!!
I will never go to this place and warn everybody to avoid their food  unless somebody want to be sick. BE WARNED !!!",1.0
"Ordered garlic knots, meatball pizza, and a couple cannoli's last night. Got really sick from some, or all, of it. Not entirely sure what the culprit was. Had a pretty miserable night watching all of this food come back up my digestive tract, though. Something wasn't cooked properly and ya'll should be aware of it so no one else suffers the dreads of food poisoning.",1.0
Food poisoning from steak and cheese. Looking forward to the 5 lb weight loss from being this sick,1.0
Food poisoning!' Do not eat here!! Really I was sick for hours watch out!,1.0
"No... Just no...
I can't. At this moment I am typing this right now, i am so nauseous and want to throw up so bad. I feel extremely sick. 
I'm glad lots of people enjoy the food here. But no ... Just no. I might be having food poisoning.",1.0
"I did not like this place at all.  The positive reviews posted here must have been written by the staff or something (you can tell that they were posted by people who have rated only this place, with new accounts.  It's a terrible scam!).  The place made me sick, and i don't think I've ever had food poisoning in my life.  I thought it tasted a little funny, a little sour.  But at that point, we were so frustrated and running late due to the poor service.  Please check out the better spots in the neighborhood -  Casa Mono is a hundred times better, Ichabod's is so much friendlier.",1.0
FOOD POISONING! I was sick for hours to the point of fainting just after eating their yellow dahl! DISGUSTING and horrifying. Stay away from this place or at least never order their lentils.,1.0
Is anyone else sick with food poisoning from eating th ere yesterday? Had the quinoa mushroom plate+ raw veggies. Have been miserable ever since.,1.0
"I was so upset with this restaurant, they are the reason I created a yelp account. It's not just because of the food poisoning...which I got from what I think was the guacamole...it was because of the way they (the female manager) handled it/me. After a miserable night, I went back to the restaurant to inform them that I had gotten food poisoning. I thought that it was a good thing to do to potentially prevent others from getting sick. Anyway, the lady manager I spoke with, refused to believe that it was their fault, and refused to apologize. Literally.

To be clear, the reason I am giving a ""1"" is not because of the food poisoning. I could probably get over that. The reason I am giving a ""1"" is because of the female manager. 

I will not be eating there again",1.0
"I ate here several years ago and it was pretty good.  I came back again yesterday for a late lunch and ordered ribs with a side of spicy green beans and collard greens. The spicy green beans had no spice on them they also had a funny smell I think it was rancid oil. The ribs were not that tender and not that appealing. The worst part was the food poisoning several hours later. I was really sick which was a surprise because I did not eat much of the food, thank God!  I guess when a restaurant has a B posted, don't eat there.",1.0
"All I can say is food poisoning. 
I ordered the carbonara and about 1.5 hours later I was sick. I won't be back nor will I be recommending this place to anyone. 

Crowded, small and the food is underwhelming.",1.0
"Got violently sick after eating the crab cake. Was my last meal before a red eye to London. I was so sick, I missed my connection once I landed because I was in the bathroom sweating and being sick. This lasted almost 24hrs - not a great experience. I can only conclude to food poisoning. 



Also, while I was dining there, I overheard the manager being a jerk to a costumer who was concerned about their bill. He felt the bartender was overcharging for a house shot, and the manager's reply, ""Well sir, I'm not sure if you're aware, but this isn't a street bar.""",1.0
Food Poisoning. Ordered the chicken korma and some samosas (as part of the dinner special) and was up sick the whole night afterwards.  It was delicious but not worth the experience after the fact.,1.0
"While it is very difficult to only give Westville, 1 star after my recent experience with the restaurant, the East Village location in particular, I have no choice. I have been a frequent diner at their restaurant for years and have been to multiple locations. I love what their restaurants stand for: delicious, fresh food without having to break the bank. Unfortunately after my last experience however, I am no longer going back. After eating at Westville East for breakfast with my family, I experienced THE WORST food poisoning of my life. It ruined the remainder of the weekend and when I called them to report it, for the most part they could care less. I understand that this is something that happens with restaurants. Food poisoning whether it is experienced by one guest or multiple guest can happen to the best. But to show absolutely no remorse is beyond me. They basically said ""What do you want us to do about it?"" and never got back to me. In a city like New York with so many options and so many factors, treating customers properly is something you have to take into account regardless of how strong your reputation is and how good the food can be.",1.0
Food poisoning from consuming raw fish and chips tonight. Grossed out and sick. Never again this place has gone way down the hill since the last visit many months ago.,1.0
"food poisoning from Pork Pho :(
I was so excited they finally opened, unfortunately the food was way below par, oily Pho, then I was violently sick 6 hours later. Eat here at own risk. So sorry this happened.",1.0
"I wish I had something nice to say but I can't do it! The Philadelphia cheesesteak was disgusting, I seriously thought I was going to vomit after eating it! The french fries that came with it were also disgusting along with the blimp pickle and some questionable coal slaw! Never going to order from here again",1.0
